category,category_url,subcats,files
SVG flags of the nations at the Olympics by NOC recognition - 1956,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1956,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1957,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1957,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1959,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1959,0,7
SVG flags of the nations at the Olympics by NOC recognition - 1960,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1960,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1962,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1962,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1963,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1963,0,7
SVG flags of the nations at the Olympics by NOC recognition - 1964,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1964,0,7
SVG flags of the nations at the Olympics by NOC recognition - 1965,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1965,0,4
SVG flags of the nations at the Olympics by NOC recognition - 1966,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1966,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1967,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1967,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1968,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1968,0,5
SVG flags of the nations at the Olympics by NOC recognition - 1970,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1970,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1972,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1972,0,5
SVG flags of the nations at the Olympics by NOC recognition - 1974,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1974,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1975,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1975,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1976,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1976,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1978,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1978,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1979,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1979,0,7
SVG flags of the nations at the Olympics by NOC recognition - 1980,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1980,0,6
SVG flags of the nations at the Olympics by NOC recognition - 1981,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1981,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1982,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1982,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1983,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1983,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1984,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1984,0,6
SVG flags of the nations at the Olympics by NOC recognition - 1985,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1985,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1986,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1986,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1987,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1987,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1988,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1988,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1991,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1991,0,4
SVG flags of the nations at the Olympics by NOC recognition - 1992,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1992,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1993,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1993,0,23
SVG flags of the nations at the Olympics by NOC recognition - 1994,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1994,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1995,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1995,0,3
SVG flags of the nations at the Olympics by NOC recognition - 1997,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1997,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1999,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1999,0,2
SVG flags of the nations at the Olympics by NOC recognition - 2003,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_2003,0,2
SVG flags of the nations at the Olympics by NOC recognition - 2006,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_2006,0,1
SVG flags of the nations at the Olympics by NOC recognition - 2007,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_2007,0,2
SVG flags of the nations at the Olympics by NOC recognition - 2014,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_2014,0,1
SVG flags of the nations at the Olympics by NOC recognition - 2015,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_2015,0,1
SVG flags of the United Nations member states - 1945,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1945,0,52
SVG flags of the United Nations member states - 1946,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1946,0,4
SVG flags of the United Nations member states - 1947,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1947,0,2
SVG flags of the United Nations member states - 1948,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1948,0,1
SVG flags of the United Nations member states - 1949,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1949,0,1
SVG flags of the United Nations member states - 1950,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1950,0,1
SVG flags of the United Nations member states - 1955,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1955,0,16
SVG flags of the United Nations member states - 1956,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1956,0,4
SVG flags of the United Nations member states - 1957,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1957,0,2
SVG flags of the United Nations member states - 1958,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1958,0,2
SVG flags of the United Nations member states - 1960,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1960,0,17
SVG flags of the United Nations member states - 1961,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1961,0,4
SVG flags of the United Nations member states - 1962,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1962,0,6
SVG flags of the United Nations member states - 1963,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1963,0,3
SVG flags of the United Nations member states - 1964,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1964,0,4
SVG flags of the United Nations member states - 1965,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1965,0,3
SVG flags of the United Nations member states - 1966,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1966,0,4
SVG flags of the United Nations member states - 1967,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1967,0,1
SVG flags of the United Nations member states - 1968,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1968,0,3
SVG flags of the United Nations member states - 1970,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1970,0,1
SVG flags of the United Nations member states - 1971,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1971,0,6
SVG flags of the United Nations member states - 1973,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1973,0,3
SVG flags of the United Nations member states - 1974,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1974,0,3
SVG flags of the United Nations member states - 1975,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1975,0,6
SVG flags of the United Nations member states - 1976,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1976,0,3
SVG flags of the United Nations member states - 1977,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1977,0,2
SVG flags of the United Nations member states - 1978,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1978,0,2
SVG flags of the United Nations member states - 1979,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1979,0,1
SVG flags of the United Nations member states - 1980,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1980,0,2
SVG flags of the United Nations member states - 1981,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1981,0,3
SVG flags of the United Nations member states - 1983,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1983,0,1
SVG flags of the United Nations member states - 1984,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1984,0,1
SVG flags of the United Nations member states - 1990,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1990,0,2
SVG flags of the United Nations member states - 1991,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1991,0,10
SVG flags of the United Nations member states - 1992,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1992,0,13
SVG flags of the United Nations member states - 1993,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1993,0,5
SVG flags of the United Nations member states - 1994,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1994,0,1
SVG flags of the United Nations member states - 1999,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_1999,0,3
SVG flags of the United Nations member states - 2000,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_2000,0,2
SVG flags of the United Nations member states - 2002,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_2002,0,2
SVG flags of the United Nations member states - 2006,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_2006,0,1
SVG flags of the United Nations member states - 2011,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Nations_member_states_-_2011,0,1
Nuvola SVG superseded flags,https://commons.wikimedia.org/wiki/Category:Nuvola_SVG_superseded_flags,0,18
SVG flags of Latvia by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Latvia_by_aspect_ratio,2,0
SVG flags of Brazil by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Brazil_by_aspect_ratio,1,0
SVG flags of Czechoslovakia by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Czechoslovakia_by_aspect_ratio,1,0
SVG flags of Estonia by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Estonia_by_aspect_ratio,9,0
SVG flags of Spain by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Spain_by_aspect_ratio,11,0
SVG flags of Ukraine by aspect ratio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Ukraine_by_aspect_ratio,1,0
SVG flags with an aspect ratio of 2:1,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_2:1,1,529
SVG flags with an aspect ratio of 2:1,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_2:1&filefrom=Flag+of+the+Armenian+Soviet+Socialist+Republic+%281937-1940%29.svg#mw-category-media,1,529
SVG flags with an aspect ratio of 2:1,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_2:1&filefrom=Flag+of+the+Armenian+Soviet+Socialist+Republic+%281937-1940%29.svg#mw-category-media,1,529
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_3:2,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 3:2,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_3:2&filefrom=Connacht%0AFlag+of+Connacht.svg#mw-category-media,23,1277
SVG flags with an aspect ratio of 4:1,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_4:1,0,1
SVG flags with an aspect ratio of 4:3,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_4:3,1,17
SVG flags with an aspect ratio of 5:3,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_5:3,1,272
SVG flags with an aspect ratio of 5:3,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_with_an_aspect_ratio_of_5:3&filefrom=Munich%2C+striped%0AFlag+of+Munich+%28striped%29.svg#mw-category-media,1,272
SVG flags with an aspect ratio of 5:4,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_5:4,0,2
SVG flags with an aspect ratio of 7:4,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_7:4,1,10
SVG flags with an aspect ratio of 7:5,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_7:5,0,5
SVG flags with an aspect ratio of 7:6,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_7:6,0,1
SVG flags with an aspect ratio of 8:5,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_8:5,0,39
SVG flags with an aspect ratio of 9:5,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_9:5,0,2
SVG flags with an aspect ratio of 9:7,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_9:7,1,1
SVG flags with an aspect ratio of 10:7,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_10:7,2,3
SVG flags with an aspect ratio of 11:6,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_11:6,0,0
SVG flags with an aspect ratio of 11:7,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_11:7,1,1
SVG flags with an aspect ratio of 15:11,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_15:11,0,1
SVG flags with an aspect ratio of 15:13,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_15:13,0,1
SVG flags with an aspect ratio of 16:9,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_16:9,3,1
SVG flags with aspect ratio of 17:10,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_aspect_ratio_of_17:10,0,1
SVG flags with an aspect ratio of 18:11,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_18:11,1,0
SVG flags with an aspect ratio of 18:13,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_18:13,1,1
SVG flags with an aspect ratio of 20:11,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_20:11,1,2
SVG flags with an aspect ratio of 21:16,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_21:16,0,5
SVG flags with an aspect ratio of 25:12,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_25:12,1,0
SVG flags with an aspect ratio of 25:14,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_25:14,1,1
SVG flags with an aspect ratio of 30:11,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_30:11,0,1
SVG flags with an aspect ratio of 63:40,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_63:40,0,1
SVG flags with an aspect ratio of 335:189,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_335:189,0,1
SVG flags with an aspect ratio of 1:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_1:2,0,35
SVG flags with an aspect ratio of 1:3,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_1:3,0,9
SVG flags with an aspect ratio of 2:3,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_2:3,0,1
SVG flags with an aspect ratio of 2:5,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_2:5,0,78
SVG flags with an aspect ratio of 3:5,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_3:5,0,6
SVG flags with an aspect ratio of 3:7,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_3:7,0,1
SVG flags with an aspect ratio of 3:8,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_3:8,0,3
SVG flags with an aspect ratio of 3:10,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_3:10,0,1
SVG flags with an aspect ratio of 76:100,https://commons.wikimedia.org/wiki/Category:SVG_flags_with_an_aspect_ratio_of_76:100,1,0
Valid SVG created with Inkscape:Rainbow flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:Rainbow_flags,0,2
Valid SVG created with Other tools:Rainbow flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Other_tools:Rainbow_flags,0,1
Valid SVG created with Text Editor:Rainbow flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Text_Editor:Rainbow_flags,0,11
SVG flags of the Duchy of Modena and Reggio,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Duchy_of_Modena_and_Reggio,1,0
SVG Flags of the Duchy of Parma and Piacenza,https://commons.wikimedia.org/wiki/Category:SVG_Flags_of_the_Duchy_of_Parma_and_Piacenza,1,0
SVG Flags of the Grand Duchy of Tuscany,https://commons.wikimedia.org/wiki/Category:SVG_Flags_of_the_Grand_Duchy_of_Tuscany,1,0
SVG special or fictional flags of the Confederate States,https://commons.wikimedia.org/wiki/Category:SVG_special_or_fictional_flags_of_the_Confederate_States,0,5
SVG special or fictional flags of Japan,https://commons.wikimedia.org/wiki/Category:SVG_special_or_fictional_flags_of_Japan,0,3
SVG special or fictional flags of the United Kingdom,https://commons.wikimedia.org/wiki/Category:SVG_special_or_fictional_flags_of_the_United_Kingdom,0,11
SVG special or fictional flags of the United States,https://commons.wikimedia.org/wiki/Category:SVG_special_or_fictional_flags_of_the_United_States,0,15
SVG air force flags of Iran,https://commons.wikimedia.org/wiki/Category:SVG_air_force_flags_of_Iran,0,2
SVG air force flags of the United States,https://commons.wikimedia.org/wiki/Category:SVG_air_force_flags_of_the_United_States,0,10
SVG government flags of Bangladesh,https://commons.wikimedia.org/wiki/Category:SVG_government_flags_of_Bangladesh,0,2
SVG government flags of Lithuania,https://commons.wikimedia.org/wiki/Category:SVG_government_flags_of_Lithuania,0,1
SVG government flags of Thailand,https://commons.wikimedia.org/wiki/Category:SVG_government_flags_of_Thailand,0,13
SVG government flags of the United States,https://commons.wikimedia.org/wiki/Category:SVG_government_flags_of_the_United_States,1,110
SVG flags of former countries,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_former_countries,8,26
SVG historical flags of Afghanistan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Afghanistan,0,44
SVG historical flags of Albania,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Albania,0,37
SVG historical flags of Algeria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Algeria,3,7
SVG historical flags of Andorra,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Andorra,0,6
SVG historical flags of Angola,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Angola,0,7
SVG historical flags of Antigua and Barbuda,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Antigua_and_Barbuda,1,3
SVG historical flags of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Argentina,0,25
SVG historical flags of Armenia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Armenia,2,22
SVG historical flags of Australia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Australia,1,49
SVG historical flags of Austria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Austria,1,36
SVG historical flags of Azerbaijan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Azerbaijan,7,15
SVG historical flags of the Bahamas,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Bahamas,0,11
SVG historical flags of Bahrain,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bahrain,0,7
SVG historical flags of Bangladesh,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bangladesh,0,4
SVG historical flags of Barbados,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Barbados,1,4
SVG historical flags of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Belarus,3,24
SVG historical flags of Belgium,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Belgium,0,21
SVG historical flags of Belize,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Belize,0,6
SVG historical flags of Benin,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Benin,0,6
SVG historical flags of Bhutan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bhutan,0,2
SVG historical flags of Bolivia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bolivia,0,9
SVG historical flags of Bosnia and Herzegovina,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bosnia_and_Herzegovina,1,25
SVG historical flags of Botswana,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Botswana,0,2
SVG historical flags of Brazil,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Brazil,1,57
SVG historical flags of Brunei,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Brunei,0,8
SVG historical flags of Bulgaria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Bulgaria,0,29
SVG historical flags of Burkina Faso,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Burkina_Faso,0,3
SVG historical flags of Burundi,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Burundi,0,7
SVG historical flags of Cambodia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Cambodia,0,19
SVG historical flags of Cameroon,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Cameroon,0,6
SVG historical flags of Canada,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Canada,0,74
SVG historical flags of Cape Verde,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Cape_Verde,0,2
SVG historical flags of the Central African Republic,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Central_African_Republic,0,3
SVG historical flags of Chad,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Chad,0,4
SVG historical flags of Chile,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Chile,2,14
SVG historical flags of China,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_China,6,34
SVG historical flags of Colombia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Colombia,2,14
SVG historical flags of Comoros,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Comoros,0,17
SVG historical flags of the Democratic Republic of the Congo,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Democratic_Republic_of_the_Congo,1,20
SVG historical flags of the Republic of the Congo,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Republic_of_the_Congo,0,5
SVG historical flags of Costa Rica,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Costa_Rica,0,12
SVG historical flags of Croatia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Croatia,2,37
SVG historical flags of Cuba,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Cuba,0,1
SVG historical flags of Cyprus,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Cyprus,0,11
SVG historical flags of the Czech Republic,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Czech_Republic,1,12
SVG historical flags of Denmark,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Denmark,0,19
