category,category_url,subcats,files
SVG historical flags of Djibouti,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Djibouti,0,1
SVG historical flags of Dominica,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Dominica,1,12
SVG historical flags of the Dominican Republic,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Dominican_Republic,0,4
SVG historical flags of East Timor,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_East_Timor,0,5
SVG historical flags of Ecuador,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Ecuador,1,14
SVG historical flags of Egypt,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Egypt,2,42
SVG historical flags of El Salvador,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_El_Salvador,0,11
SVG historical flags of England,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_England,1,36
SVG historical flags of Equatorial Guinea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Equatorial_Guinea,0,2
SVG historical flags of Eritrea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Eritrea,0,3
SVG historical flags of Estonia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Estonia,3,22
SVG historical flags of Ethiopia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Ethiopia,0,22
SVG historical flags of Fiji,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Fiji,0,28
SVG historical flags of Finland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Finland,0,23
SVG historical flags of France,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_France,3,69
SVG historical flags of Guatemala,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Guatemala,0,7
SVG historical flags of Gabon,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Gabon,0,4
SVG historical flags of Gambia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Gambia,0,6
SVG historical flags of Georgia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Georgia,2,40
SVG historical flags of Germany,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Germany,6,131
SVG historical flags of Ghana,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Ghana,0,14
SVG historical flags of Greece,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Greece,1,72
SVG historical flags of Greenland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Greenland,0,3
SVG historical flags of Grenada,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Grenada,1,10
SVG historical flags of Guinea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Guinea,0,4
SVG historical flags of Guyana,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Guyana,1,2
SVG historical flags of Honduras,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Honduras,0,7
SVG historical flags of Haiti,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Haiti,0,14
SVG historical flags of Hungary,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Hungary,1,342
SVG historical flags of Hungary,https://commons.wikimedia.org/w/index.php?title=Category:SVG_historical_flags_of_Hungary&filefrom=Flag+of+the+common+ministries+of+the+Lands+of+the+Holy+Hungarian+Crown+%281915-1918%3B+3-2+aspect+ratio%29.svg#mw-category-media,1,342
SVG historical flags of India,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_India,1,63
SVG historical flags of Iceland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Iceland,0,7
SVG historical flags of Indonesia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Indonesia,1,42
SVG historical flags of Iran,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Iran,5,26
SVG historical flags of Iraq,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Iraq,0,23
SVG historical flags of Ireland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Ireland,1,35
SVG historical flags of Israel,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Israel,0,4
SVG historical flags of Italy,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Italy,0,179
SVG historical flags of Ivory Coast,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Ivory_Coast,0,1
SVG historical flags of Jamaica,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Jamaica,2,4
SVG historical flags of Japan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Japan,0,51
SVG historical flags of Jordan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Jordan,0,3
SVG historical flags of Kazakhstan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kazakhstan,1,16
SVG historical flags of Kenya,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kenya,0,7
SVG historical flags of Kiribati,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kiribati,0,8
SVG historical flags of Kosovo,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kosovo,0,1
SVG historical flags of Kuwait,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kuwait,0,6
SVG historical flags of Kyrgyzstan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Kyrgyzstan,2,6
SVG historical flags of Laos,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Laos,0,11
SVG historical flags of Latvia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Latvia,4,17
SVG historical flags of Lebanon,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Lebanon,0,13
SVG historical flags of Lesotho,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Lesotho,0,6
SVG historical flags of Liberia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Liberia,0,2
SVG historical flags of Libya,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Libya,0,25
SVG historical flags of Liechtenstein,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Liechtenstein,0,16
SVG historical flags of Lithuania,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Lithuania,4,21
SVG historical flags of Luxembourg,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Luxembourg,0,4
SVG historical flags of Madagascar,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Madagascar,0,24
SVG historical flags of Malawi,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Malawi,1,10
SVG historical flags of Malaysia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Malaysia,0,55
SVG historical flags of the Maldives,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Maldives,0,8
SVG historical flags of Mali,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mali,0,5
SVG historical flags of Malta,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Malta,1,28
SVG historical flags of Mauritania,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mauritania,0,7
SVG historical flags of Mauritius,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mauritius,0,8
SVG historical flags of Mexico,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mexico,2,64
SVG historical flags of Moldavia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Moldavia,0,12
SVG historical flags of Moldova,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Moldova,2,10
SVG historical flags of Monaco,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Monaco,0,2
SVG historical flags of Mongolia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mongolia,0,18
SVG historical flags of Montenegro,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Montenegro,1,37
SVG historical flags of Morocco,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Morocco,0,12
SVG historical flags of Mozambique,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Mozambique,0,11
SVG historical flags of Myanmar,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Myanmar,0,22
SVG historical flags of Namibia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Namibia,0,22
SVG historical flags of Nepal,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Nepal,0,9
SVG historical flags of the Netherlands,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Netherlands,1,47
SVG historical flags of New Zealand,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_New_Zealand,0,20
SVG historical flags of Nicaragua,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Nicaragua,0,10
SVG historical flags of Niger,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Niger,0,1
SVG historical flags of Nigeria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Nigeria,1,14
SVG historical flags of North Korea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_North_Korea,0,13
SVG historical flags of North Macedonia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_North_Macedonia,1,31
SVG historical flags of Northern Cyprus,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Northern_Cyprus,0,2
SVG historical flags of Norway,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Norway,2,16
SVG historical flags of Oman,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Oman,0,2
SVG historical flags of Pakistan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Pakistan,0,9
SVG historical flags of Palestine,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Palestine,0,4
SVG historical flags of Panama,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Panama,0,6
SVG historical flags of Papua New Guinea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Papua_New_Guinea,0,12
SVG historical flags of Paraguay,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Paraguay,0,24
SVG historical flags of the People's Republic of China,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_People%27s_Republic_of_China,0,7
SVG historical flags of Peru,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Peru,0,10
SVG historical flags of the Philippines,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Philippines,0,47
SVG historical flags of Poland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Poland,0,63
SVG historical flags of Portugal,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Portugal,0,83
SVG historical flags of Qatar,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Qatar,0,6
SVG historical flags of Romania,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Romania,0,126
SVG historical flags of Russia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Russia,3,165
SVG historical flags of Rwanda,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Rwanda,0,3
SVG historical flags of Saudi Arabia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Saudi_Arabia,0,23
SVG historical flags of Sri Lanka,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Sri_Lanka,0,12
SVG historical flags of Saint Kitts and Nevis,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Saint_Kitts_and_Nevis,1,6
SVG historical flags of Saint Lucia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Saint_Lucia,1,13
SVG historical flags of Saint Vincent and the Grenadines,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Saint_Vincent_and_the_Grenadines,1,10
SVG historical flags of Samoa,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Samoa,0,5
SVG historical flags of San Marino,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_San_Marino,0,5
SVG historical flags of Sao Tome and Principe,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Sao_Tome_and_Principe,0,2
SVG historical flags of Scotland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Scotland,0,18
SVG historical flags of Senegal,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Senegal,0,3
SVG historical flags of Serbia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Serbia,1,17
SVG historical flags of Seychelles,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Seychelles,0,10
SVG historical flags of Sierra Leone,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Sierra_Leone,0,9
SVG historical flags of Singapore,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Singapore,0,9
SVG historical flags of Slovakia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Slovakia,1,6
SVG historical flags of Slovenia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Slovenia,1,6
SVG historical flags of the Solomon Islands,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_the_Solomon_Islands,0,9
SVG historical flags of Somalia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Somalia,0,8
SVG historical flags of South Africa,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_South_Africa,0,107
SVG historical flags of South Korea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_South_Korea,0,9
SVG historical flags of South Sudan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_South_Sudan,1,14
SVG historical flags of Spain,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Spain,1,87
SVG historical flags of Sudan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Sudan,0,17
SVG historical flags of Suriname,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Suriname,0,3
SVG historical flags of Swaziland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Swaziland,0,2
SVG historical flags of Sweden,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Sweden,1,14
SVG historical flags of Switzerland,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Switzerland,0,2
SVG historical flags of Syria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Syria,0,38
SVG historical flags of Tajikistan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Tajikistan,2,11
SVG historical flags of Tanzania,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Tanzania,0,24
SVG historical flags of Thailand,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Thailand,0,86
SVG historical flags of Tibet,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Tibet,0,3
SVG historical flags of Togo,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Togo,0,3
SVG historical flags of Tonga,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Tonga,0,3
SVG historical flags of Transnistria,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Transnistria,1,3
SVG historical flags of Trinidad and Tobago,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Trinidad_and_Tobago,1,14
SVG historical flags of Tunisia,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Tunisia,0,6
SVG historical flags of Turkey,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Turkey,1,3
SVG historical flags of Turkmenistan,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Turkmenistan,2,11
SVG historical flags of Turks and Caicos Islands,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Turks_and_Caicos_Islands,1,1
